timestamp,Mean Temperature,Max Temperature,Min Temperature,Precipitation,Wind Speed,Max Wind Speed
20100830,67,78,55,0,12,17
20100831,73,88,57,0,6,18
20100901,77,97,57,0,3,10
20100902,81,99,62,0,5,12
20100903,77,94,59,0,6,16
20100904,71,88,54,0,7,16
20100905,74,90,58,0,6,14
20100906,75,95,55,0,4,17
20100907,65,72,58,0,14,23
20100908,64,70,57,0,13,21
20100909,66,77,55,0,6,14
20100910,70,86,53,0,5,16
20100911,73,90,55,0,4,14
20100912,69,82,55,0,6,16
20100913,64,74,53,0,8,15
20100914,65,79,51,0,6,16
20100915,67,81,53,0,9,16
20100916,71,84,57,0,9,16
20100917,70,77,63,0,11,17
20100918,67,74,60,0,9,18
20100919,66,73,58,0,7,16
20100920,69,82,55,0,6,15
20100921,65,72,58,0,14,23
20100922,64,74,54,0,10,18
20100923,69,84,53,0,4,14
20100924,72,91,53,0,3,9
20100925,76,95,56,0,3,12
20100926,77,97,56,0,2,9
20100927,79,100,58,0,3,12
20100928,83,103,62,0,2,9
20100929,82,100,63,0,4,13
20100930,74,89,59,0,6,16
20101001,70,83,57,0,7,15
20101002,73,88,58,0,6,16
20101003,65,73,56,0,11,22
20101004,63,70,55,0,10,16
20101005,66,78,53,0,6,15
20101006,64,76,52,0,4,18
20101007,62,72,52,0,6,16
20101008,64,77,51,0,5,15
20101009,67,83,51,0,4,15
20101010,73,88,58,0,4,15
20101011,76,93,58,0,2,10
20101012,76,92,59,0,4,15
20101013,75,93,57,0,3,12
20101014,75,91,58,0,3,8
20101015,73,89,57,0,4,14
20101016,64,76,52,0,7,16
20101017,56,58,54,0.05,10,21
20101018,62,73,50,0,5,13
20101019,64,78,49,0,3,10
20101020,60,71,49,0,5,13
20101021,62,68,55,0,7,15
20101022,59,64,53,0.06,3,14
20101023,59,65,52,0.11,6,16
20101024,60,66,54,0.36,11,22
20101025,59,67,50,0,6,17
20101026,56,68,44,0,3,10
20101027,52,63,41,0,3,12
20101028,58,69,46,0,3,13
20101029,59,62,55,0.06,4,10
20101030,57,62,52,0.02,4,14
20101101,61,74,48,0.01,3,9
20101102,65,80,49,0,2,7
20101103,65,80,50,0.01,2,12
20101104,67,81,52,0,3,12
20101105,63,72,54,0,4,14
20101106,61,69,52,0,8,17
20101107,56,61,51,0.25,9,18
20101108,54,62,46,0,5,13
20101109,53,64,41,0.01,7,20
20101110,55,64,45,0,5,17
20101111,54,69,39,0,4,14
20101112,54,67,40,0,2,9
20101113,58,74,42,0,4,17
20101114,65,82,48,0,3,16
20101115,66,83,49,0,3,12
20101116,62,75,48,0,2,8
20101117,58,73,42,0,2,9
20101118,52,64,39,0,6,14
20101119,52,57,46,0.39,8,15
20101120,49,55,43,0.61,9,23
20101121,50,56,43,0.04,10,20
20101122,52,59,45,0,8,14
20101123,47,55,38,0.17,11,24
20101124,42,53,30,0,3,12
20101125,41,51,30,0,3,16
20101126,42,54,29,0,3,9
20101127,48,54,42,0.23,6,18
20101128,45,55,34,0,3,8
20101129,43,53,32,0,3,10
20101130,43,53,33,0,2,10
20101131,45,56,33,0,2,9
20101201,45,56,33,0,2,9
20101202,46,54,37,0,1,6
20101203,50,52,47,0,5,10
20101204,53,58,48,0,2,9
20101205,54,58,50,0.5,4,14
20101206,57,65,48,0.08,7,20
20101207,52,61,42,0,2,10
20101208,52,54,50,0.64,3,12
20101209,58,64,51,0.03,1,7
20101210,61,66,55,0,5,12
20101211,60,64,55,0,2,9
20101212,57,59,55,0,5,10
20101213,56,57,54,0,3,8
20101214,56,60,51,0.19,8,17
20101215,48,55,40,0.01,2,8
20101216,44,54,34,0,4,12
20101217,49,54,43,0.43,6,21
20101218,57,60,53,0.2,8,20
20101219,52,58,46,1.47,9,24
20101220,50,54,45,0,9,18
20101221,51,59,42,0.14,3,10
20101222,51,57,45,0.11,2,8
20101223,48,57,38,0,2,8
20101224,45,52,38,0,2,9
20101225,51,56,45,0.44,5,24
20101226,53,60,45,0,8,18
20101227,50,57,42,0.01,2,12
20101228,51,55,47,0.61,7,24
20101229,47,56,38,0.07,15,30
20101230,42,53,31,0,4,10
20101231,39,46,32,0,2,8
20110101,43,45,40,0.36,7,16
20110102,46,48,43,0.21,7,16
20110103,44,51,36,0,3,10
20110104,44,54,33,0,2,10
20110105,43,53,32,0,2,12
20110106,39,46,32,0,4,13
20110107,40,42,38,0,2,8
20110108,41,43,38,0,4,12
20110109,40,48,32,0,3,10
20110110,39,48,29,0,3,15
20110111,43,46,40,0.01,6,13
20110112,49,56,42,0,4,10
20110113,48,57,39,0.05,3,15
20110114,55,64,46,0,1,7
20110115,47,50,43,0,3,10
20110116,49,53,45,0,3,10
20110117,50,53,46,0,3,8
20110118,53,64,41,0,3,8
20110119,52,62,42,0,3,16
20110120,52,63,40,0,5,13
20110121,51,66,36,0,2,9
20110122,56,72,39,0,2,10
20110123,51,63,39,0,4,14
20110124,52,68,36,0,1,10
20110125,52,65,39,0,2,12
20110126,51,62,40,0,4,12
20110127,46,54,37,0,3,10
20110128,42,46,38,0,2,7
20110129,46,53,39,0.07,4,14
20110130,47,53,40,0.31,5,15
20110131,51,63,38,0,3,9
20110201,53,66,40,0,5,18
20110202,51,61,41,0,5,14
20110203,49,62,35,0,2,7
20110204,50,65,34,0,2,9
20110205,59,79,39,0,5,17
20110206,64,79,49,0,5,14
20110207,57,73,41,0,3,14
20110208,53,62,44,0,14,28
20110209,49,61,37,0,5,17
20110210,49,64,33,0,4,10
20110211,50,65,35,0,3,13
20110212,50,66,34,0,2,7
20110213,51,66,35,0,3,10
20110214,54,60,47,0.06,12,25
20110215,56,61,51,0.26,13,25
20110216,49,55,42,0.67,10,25
20110217,46,49,42,0.9,9,22
20110218,41,45,37,0.68,6,16
20110219,42,46,37,0.35,5,15
20110220,43,54,32,0,5,14
20110221,46,54,37,0,5,10
20110222,47,59,34,0,4,14
20110223,47,57,37,0,5,13
20110224,46,51,40,0.17,8,17
20110225,44,52,36,0.55,13,29
20110226,40,51,29,0,4,13
20110227,45,58,32,0,6,14
20110228,47,59,35,0,5,16
20110301,50,63,36,0.03,4,15
20110302,54,59,48,0.08,6,15
20110303,56,66,46,0,6,13
20110304,52,64,40,0,3,10
20110305,55,66,44,0.05,4,15
20110306,56,59,53,0.5,4,21
20110307,54,59,48,0,15,28
20110308,57,64,49,0,7,15
20110309,56,65,47,0,4,10
20110310,54,62,46,0,9,24
20110311,52,61,42,0,7,18
20110312,55,63,46,0,6,14
20110313,59,68,50,0.12,7,23
20110314,59,63,55,0.17,5,10
20110315,59,64,54,0.33,8,17
20110316,53,60,45,0.02,7,16
20110317,51,62,39,0,6,16
20110318,49,56,41,0.86,10,28
20110319,47,52,41,0.56,10,25
20110320,51,56,45,0.25,8,25
20110321,51,60,41,0,8,20
20110322,52,60,44,0.08,7,14
20110323,53,58,48,0.54,10,23
20110324,47,50,44,1.13,10,28
20110325,52,58,45,0.22,9,20
20110326,52,59,44,0.23,10,21
20110327,51,60,41,0.02,9,22
20110328,53,64,42,0,4,16
20110329,58,70,45,0,6,16
20110330,67,83,50,0,4,15
20110331,67,81,52,0,3,10
20110401,66,81,51,0,4,15
20110402,61,70,52,0,9,16
20110403,57,70,43,0,3,15
20110404,61,76,46,0,4,12
20110405,62,72,51,0,7,18
20110406,57,67,46,0,10,21
20110407,50,57,42,0.07,9,25
20110408,49,60,37,0,6,15
20110409,52,66,37,0,9,18
20110410,54,64,44,0,8,15
20110411,55,64,46,0,8,17
20110412,56,66,45,0,11,18
20110413,53,61,44,0.07,10,21
20110414,53,64,41,0,7,16
20110415,59,70,48,0,8,20
20110416,63,74,52,0,7,17
20110417,63,71,55,0,9,18
20110418,59,63,54,0,7,15
20110419,64,72,55,0,6,14
20110420,61,68,54,0,10,22
20110421,58,67,48,0.03,7,15
20110422,57,65,48,0,8,17
20110423,59,68,50,0,6,38
20110424,61,67,54,0.02,9,18
20110425,59,67,51,0,12,20
20110426,58,69,46,0,6,17
20110427,60,73,47,0,9,17
20110428,58,67,48,0,12,24
20110429,55,71,39,0,7,20
20110430,63,77,49,0,8,22
20110501,63,82,43,0,6,21
20110502,65,82,47,0,7,15
20110503,65,80,50,0,6,12
20110504,70,89,50,0,5,14
20110505,71,92,50,0,5,15
20110506,63,74,51,0,14,23
20110507,61,71,50,0,14,23
20110508,58,66,50,0,13,21
20110509,59,72,45,0,5,15
20110510,63,79,46,0,8,22
20110511,59,66,51,0,13,20
20110512,63,76,50,0,10,17
20110513,62,74,49,0,11,21
20110514,53,60,46,0.03,11,21
20110515,54,62,45,0.02,10,22
20110516,54,63,45,0.12,7,22
20110517,55,60,49,0.14,10,23
20110518,60,70,50,0.02,7,17
20110519,65,81,48,0,9,20
20110520,65,78,52,0,13,22
20110521,63,73,53,0,16,23
20110522,62,73,51,0,12,20
20110523,63,74,51,0,9,20
20110524,61,73,49,0,9,15
20110525,58,65,51,0.05,10,22
20110526,58,69,47,0,7,17
20110527,61,71,50,0,9,18
20110528,58,66,50,0.03,10,22
20110529,60,73,47,0,10,20
20110530,59,66,51,0,11,17
20110531,56,62,50,0.13,9,18
20110601,56,64,48,0.13,8,23
20110602,59,69,49,0,7,15
20110603,56,65,47,0,5,10
20110604,59,64,53,1.06,5,18
20110605,60,67,53,0.2,5,15
20110606,59,64,54,0.01,9,15
20110607,65,76,53,0,7,18
20110608,66,77,54,0,12,22
20110609,68,82,53,0,11,18
20110610,65,76,53,0,17,23
20110611,63,73,52,0,16,23
20110612,67,82,52,0,12,21
20110613,70,85,55,0,10,17
20110614,76,94,58,0,7,16
20110615,77,94,59,0,4,15
20110616,72,84,59,0,9,15
20110617,68,81,55,0,13,18
20110618,67,80,53,0,11,22
20110619,74,92,55,0,5,17
20110620,80,98,61,0,5,21
20110621,82,101,63,0,5,16
20110622,76,94,58,0,9,18
20110623,69,82,55,0,16,24
20110624,69,84,54,0,14,22
20110625,67,80,54,0,15,22
20110626,71,87,55,0,12,18
20110627,69,82,55,0,14,20
20110628,60,64,56,0.59,6,16
20110629,63,72,54,0,7,14
20110630,70,85,54,0,6,16
20110701,76,93,59,0,6,18
20110702,78,96,59,0,5,15
20110703,81,100,62,0,4,16
20110704,80,96,63,0,7,15
20110705,78,97,58,0,6,15
20110706,80,98,62,0,8,20
20110707,75,93,57,0,9,21
20110708,75,93,57,0,8,17
20110709,68,81,55,0,14,23
20110710,69,83,54,0,15,22
20110711,64,73,54,0,18,25
20110712,65,75,55,0,14,22
20110713,64,72,56,0,17,23
20110714,63,70,55,0,16,22
20110715,64,72,55,0,15,21
20110716,66,75,56,0,11,17
20110717,66,74,58,0,10,16
20110718,68,80,56,0,10,20
20110719,72,86,58,0,6,15
20110720,78,95,60,0,4,17
20110721,75,92,58,0,8,16
20110722,73,88,58,0,8,15
20110723,69,80,58,0,10,17
20110724,69,80,57,0,10,17
20110725,70,84,55,0,11,18
20110726,73,87,58,0,11,18
20110727,73,91,55,0,6,15
20110728,72,90,54,0,7,16
20110729,70,83,57,0,9,17
20110730,68,78,58,0,11,20
20110731,68,78,57,0,10,17
20110801,69,82,55,0,7,16
20110802,71,88,54,0,7,17
20110803,70,86,54,0,11,26
20110804,67,76,58,0,17,24
20110805,73,87,58,0,9,17
20110806,71,84,58,0,11,22
20110807,69,81,57,0,14,20
20110808,72,88,56,0,11,20
20110809,73,90,55,0,8,16
20110810,72,87,56,0,8,16
20110811,71,84,58,0,12,18
20110812,73,88,58,0,9,17
20110813,74,92,55,0,9,18
20110814,75,91,58,0,12,18
20110815,74,90,58,0,8,15
20110816,76,91,61,0,7,15
20110817,74,89,58,0,8,16
20110818,73,89,57,0,10,20
20110819,68,79,57,0,15,22
20110820,68,78,57,0,10,18
20110821,70,81,59,0,10,17
20110822,72,85,58,0,8,15
20110823,77,96,57,0,4,12
20110824,77,92,61,0,7,17
20110825,74,89,59,0,8,15
20110826,75,91,58,0,6,16
20110827,72,89,54,0,7,16
20110828,72,90,53,0,6,15
20110829,73,89,56,0,10,25
20110830,71,84,57,0,12,22
20110831,69,82,56,0,10,18
20110901,72,89,54,0,4,17
20110902,76,96,56,0,3,17
20110903,72,89,55,0,8,15
20110904,69,83,55,0,7,16
20110905,69,83,54,0,7,16
20110906,72,94,50,0,4,14
20110907,76,96,55,0,4,16
20110908,73,90,55,0,7,16
20110909,74,91,56,0,4,14
20110910,72,84,60,0,7,18
20110911,68,75,60,0,11,20
20110912,72,85,59,0,8,16
20110913,75,90,59,0,6,15
20110914,71,83,58,0,10,24
20110915,67,76,57,0,17,25
20110916,68,79,57,0,13,22
20110917,70,84,56,0,6,18
20110918,74,93,54,0,2,8
20110919,77,96,57,0,3,9
20110920,79,98,60,0,3,14
20110921,78,97,59,0,4,15
20110922,76,95,56,0,3,12
20110923,78,97,58,0,4,14
20110924,69,76,61,0,10,23
20110925,64,71,56,0.02,8,16
20110926,67,81,52,0,4,15
20110927,73,89,56,0,3,12
20110928,77,94,60,0,3,10
20110929,73,85,60,0,7,18
20110930,67,75,59,0,9,22
20111001,69,76,61,0,8,18
20111002,66,77,55,0,6,16
20111003,62,69,54,0.13,5,15
20111004,63,69,56,0.06,9,20
20111005,59,65,52,0.43,8,23
20111006,56,63,49,0.09,6,20
20111007,60,73,46,0.01,4,13
20111008,63,77,49,0,4,14
20111009,65,78,52,0,4,12
20111010,65,70,60,0,11,17
20111011,68,77,59,0,5,15
20111012,70,84,56,0,2,9
20111013,71,87,55,0,3,10
20111014,71,86,55,0,2,12
20111015,69,79,58,0,7,20
20111016,66,73,58,0,6,16
20111017,72,88,55,0,3,13
20111018,69,83,55,0,6,15
20111019,66,73,58,0,10,16
20111020,65,74,55,0,9,16
20111021,67,79,54,0,4,12
20111022,69,85,52,0,2,10
20111023,68,84,51,0,3,13
20111024,62,71,53,0,5,18
20111025,60,72,48,0,4,14
20111026,59,76,42,0,4,9
20111027,58,73,43,0,3,12
20111028,60,76,44,0,3,8
20111029,63,81,44,0,2,9
20111030,64,80,48,0,2,9
20111101,62,75,48,0,9,22
20111102,61,74,48,0,5,13
20111103,53,62,44,0.01,7,23
20111104,51,60,42,0,5,13
20111105,49,58,40,0.24,8,17
20111106,51,60,41,0.04,3,14
20111107,51,62,39,0,2,9
20111108,50,61,38,0,3,10
20111109,49,62,36,0,3,14
20111110,51,65,37,0,3,10
20111111,47,53,41,0.09,4,10
20111112,56,64,48,0,2,10
20111113,58,68,48,0,4,16
20111114,56,64,47,0,4,18
20111115,56,69,42,0,2,8
20111116,56,69,43,0,3,12
20111117,55,64,45,0,8,15
20111118,52,58,45,0.05,8,21
20111119,47,56,38,0.17,4,16
20111120,49,55,42,0.05,4,16
20111121,50,57,43,0,2,9
20111122,52,63,40,0,3,12
20111123,50,60,40,0,4,15
20111124,50,55,45,0.12,3,10
20111125,52,58,45,0,4,10
20111126,49,58,39,0,6,13
20111127,51,56,46,0,4,10
20111128,54,63,44,0,1,7
20111129,45,52,37,0,2,10
20111130,55,67,43,0,9,22
20111131,56,67,44,0,13,26
20111201,56,67,44,0,13,26
20111202,59,75,42,0,6,18
20111203,53,64,42,0,10,22
20111204,49,63,34,0,2,7
20111205,46,59,33,0,6,18
20111206,45,59,31,0,2,8
20111207,45,58,32,0,2,8
20111208,46,61,31,0,2,9
20111209,45,61,29,0,3,10
20111210,45,59,31,0,1,8
20111211,46,56,35,0,4,15
20111212,46,54,38,0,3,10
20111213,47,59,34,0,4,13
20111214,45,56,34,0,2,8
20111215,46,54,38,0.07,5,15
20111216,49,65,32,0,3,14
20111217,44,54,33,0,2,10
20111218,43,55,31,0,2,9
20111219,51,66,35,0,2,8
20111220,43,53,32,0,3,12
20111221,44,59,29,0,1,6
20111222,45,60,30,0,5,18
20111223,44,58,29,0,2,7
20111224,41,56,26,0,3,14
20111225,41,55,27,0,1,13
20111226,42,55,29,0,3,10
20111227,49,59,39,0,3,10
20111228,50,61,38,0,2,9
20111229,53,61,45,0,4,10
20111230,53,60,45,0,5,13
20111231,48,59,36,0,4,16
20120101,48,57,39,0,6,14
20120102,49,60,38,0,4,13
20120103,53,64,42,0,2,8
20120104,52,67,37,0,2,8
20120105,53,68,37,0,2,14
20120106,50,61,38,0,3,10
20120107,53,69,36,0,6,22
20120108,52,64,39,0,5,15
20120109,48,63,32,0,2,10
20120110,49,64,34,0,2,9
20120111,49,65,33,0,2,10
20120112,49,66,31,0,3,12
20120113,48,64,31,0,2,10
20120114,48,64,31,0,3,9
20120115,43,54,31,0,9,22
20120116,40,52,27,0,2,10
20120117,41,52,29,0,4,12
20120118,44,56,31,0,2,12
20120119,43,52,34,0.09,6,13
20120120,51,58,43,1.23,8,23
20120121,49,56,42,0.18,12,28
20120122,48,53,42,0.15,7,20
20120123,48,55,41,0.73,5,22
20120124,51,61,40,0,3,8
20120125,53,63,43,0,3,10
20120126,58,66,49,0,5,17
20120127,53,67,39,0,1,12
20120128,48,62,33,0,3,16
20120129,49,64,34,0,2,10
20120130,53,62,43,0,3,10
20120131,54,60,47,0,6,15
20120201,52,61,43,0,5,16
20120202,54,69,38,0,2,10
20120203,47,60,34,0,3,13
20120204,50,65,35,0,3,12
20120205,51,65,36,0,3,16
20120206,51,63,38,0.07,4,13
20120207,52,55,48,0.3,3,10
20120208,54,65,43,0.01,3,10
20120209,55,68,41,0,2,12
20120210,53,64,42,0,7,17
20120211,55,62,48,0,7,13
20120212,51,62,40,0.05,7,22
20120213,48,54,41,0.15,9,22
20120214,49,60,38,0,6,16
20120215,49,59,38,0,9,23
20120216,50,66,34,0,4,15
20120217,52,66,38,0,4,13
20120218,53,62,44,0,9,17
20120219,49,59,39,0,6,15
20120220,52,59,44,0,2,9
20120221,54,67,41,0,2,21
20120222,61,78,44,0.01,4,14
20120223,61,77,44,0,5,22
20120224,62,76,47,0,6,21
20120225,51,61,40,0,8,21
20120226,47,60,33,0,4,15
20120227,45,56,34,0,3,14
20120228,47,55,38,0,13,24
20120301,51,59,42,0.17,9,20
20120302,50,65,34,0,3,14
20120303,54,69,38,0,4,12
20120304,56,73,39,0,3,12
20120305,58,74,41,0,5,20
20120306,51,59,43,0,15,28
20120307,52,65,38,0,6,16
20120308,52,68,35,0,2,9
20120309,55,72,38,0,5,16
20120310,52,63,41,0,10,18
20120311,53,62,43,0,8,18
20120312,50,63,37,0,8,22
20120313,54,56,51,0.31,13,23
20120314,56,59,53,0.59,7,14
20120315,59,62,55,0.02,8,17
20120316,54,60,47,0.66,12,21
20120317,46,52,40,0.06,6,20
20120318,48,54,42,0,14,28
20120319,46,56,35,0,3,10
20120320,57,66,48,0,2,9
20120321,58,70,45,0,4,15
20120322,53,62,44,0,8,22
20120323,50,62,38,0,6,15
20120324,49,54,44,0.69,5,22
20120325,50,58,41,0.26,4,10
20120326,51,61,40,0,9,17
20120327,55,60,50,0.63,12,28
20120328,58,66,49,0.04,8,20
20120329,56,66,45,0,5,14
20120330,59,65,52,0,7,16
20120331,53,59,47,0.33,13,30
20120401,53,61,45,0,11,24
20120402,54,67,41,0,5,17
20120403,57,66,47,0,10,25
20120404,50,60,40,0,10,24
20120405,49,59,38,0,8,20
20120406,50,62,37,0,4,12
20120407,52,67,37,0,3,13
20120408,56,71,40,0,6,20
20120409,56,70,42,0,6,17
20120410,55,57,52,0.7,3,10
20120411,54,61,47,0.06,10,22
20120412,55,63,47,0.97,10,25
20120413,52,59,45,0.4,10,23
20120414,56,66,46,0,10,17
20120415,60,70,49,0,9,14
20120416,59,69,49,0,10,16
20120417,61,70,51,0,9,16
20120418,62,72,51,0,9,18
20120419,66,78,54,0,7,15
20120420,72,87,57,0,3,13
20120421,74,90,57,0,3,9
20120422,68,82,54,0,8,17
20120423,61,68,54,0,11,23
20120424,64,72,56,0,4,15
20120425,64,72,55,0.21,4,15
20120426,57,64,50,0.07,10,22
20120427,56,70,41,0,6,13
20120428,63,77,49,0,7,13
20120429,68,84,51,0,4,16
20120430,68,82,53,0,7,22
20120501,61,71,50,0,12,21
20120502,57,66,48,0,12,22
20120503,58,64,51,0,10,18
20120504,60,68,52,0,9,16
20120505,62,79,45,0,4,15
20120506,66,84,48,0,5,20
20120507,70,89,50,0,5,16
20120508,71,91,51,0,4,15
20120509,69,87,50,0,8,15
20120510,68,84,51,0,7,15
20120511,69,89,49,0,3,15
20120512,69,87,51,0,6,14
20120513,60,69,50,0,12,20
20120514,61,70,51,0,7,17
20120515,65,78,52,0,9,16
20120516,66,80,52,0,10,18
20120517,63,74,51,0,16,24
20120518,67,82,51,0,10,17
20120519,68,83,52,0,9,18
20120520,72,89,55,0,9,18
20120521,64,75,53,0,13,22
20120522,68,79,56,0,11,23
20120523,66,77,55,0,9,18
20120524,64,76,52,0,13,30
20120525,59,67,50,0,11,21
20120526,59,66,51,0,16,23
20120527,62,73,51,0,9,18
20120528,60,69,51,0,12,21
20120529,64,78,50,0,11,21
20120530,70,87,52,0,8,16
20120531,72,92,52,0,5,16
20120601,75,93,56,0,10,23
20120602,70,84,56,0,15,23
20120603,68,83,53,0,12,20
20120604,58,64,52,0.04,13,24
20120605,60,69,50,0,9,18
20120606,63,77,49,0,8,16
20120607,66,79,52,0,11,20
20120608,66,78,54,0,11,20
20120609,66,83,49,0,6,16
20120610,72,91,53,0,5,15
20120611,76,95,57,0,5,14
20120612,74,90,58,0,8,21
20120613,71,88,53,0,12,23
20120614,72,88,56,0,14,21
20120615,73,92,53,0,8,18
20120616,80,103,57,0,3,18
20120617,75,91,58,0,9,22
20120618,69,82,55,0,13,24
20120619,70,87,52,0,5,16
20120620,76,95,57,0,5,17
20120621,60,66,53,0,18,29
20120622,60,69,51,0,11,18
20120623,61,70,51,0,10,21
20120624,61,72,49,0,7,17
20120625,61,71,50,0,8,18
20120626,65,80,50,0,6,16
20120627,70,87,53,0,8,21
20120628,70,82,57,0,11,18
20120629,66,76,56,0,11,16
20120630,70,81,58,0,12,18
20120701,68,76,60,0,11,17
20120702,70,82,57,0,16,24
20120703,71,88,54,0,11,22
20120704,71,86,55,0,10,23
20120705,66,77,55,0,17,24
20120706,71,88,54,0,10,20
20120707,75,95,55,0,7,16
20120708,71,88,54,0,8,15
20120709,71,87,54,0,11,20
20120710,75,97,53,0,5,16
20120711,77,99,55,0,6,15
20120712,77,99,55,0,10,18
20120713,64,74,54,0,18,24
20120714,68,80,55,0,11,23
20120715,71,86,55,0,9,17
20120716,64,70,57,0,16,26
20120717,63,70,56,0,9,18
20120718,65,77,53,0,7,16
20120719,67,80,54,0,9,16
20120720,75,91,58,0,8,17
20120721,79,99,59,0,5,20
20120722,76,95,57,0,7,16
20120723,71,84,58,0,11,18
20120724,69,82,55,0,12,18
20120725,69,81,56,0,9,17
20120726,66,76,55,0,10,17
20120727,69,82,55,0,9,17
20120728,70,84,56,0,12,21
20120729,71,88,54,0,12,20
20120730,75,96,54,0,4,15
20120731,76,95,57,0,7,16
20120801,73,91,55,0,7,17
20120802,74,93,55,0,7,16
20120803,72,89,54,0,7,16
20120804,65,74,55,0,10,21
20120805,67,78,56,0,10,16
20120806,71,88,54,0,8,17
20120807,74,91,56,0,7,16
20120808,76,96,56,0,6,14
20120809,78,100,55,0,5,16
20120810,78,99,57,0,6,15
20120811,76,98,54,0,5,15
20120812,75,93,56,0,9,17
20120813,78,98,58,0,7,16
20120814,74,89,59,0,9,20
20120815,71,85,57,0,10,21
20120816,73,90,56,0,9,17
20120817,72,88,56,0,9,17
20120818,76,92,59,0,10,18
20120819,71,86,55,0,11,17
20120820,72,89,55,0,8,17
20120821,72,89,55,0,12,18
20120822,71,86,55,0,10,17
20120823,70,85,55,0,9,18
20120824,69,86,52,0,8,18
20120825,66,78,54,0,11,24
20120826,64,73,55,0,12,23
20120827,71,87,54,0,7,18
20120828,74,90,57,0,6,20
20120829,74,93,54,0,3,15
20120830,73,90,55,0,9,25
20120831,62,68,56,0,17,24
20120901,66,77,55,0,9,20
20120902,71,91,50,0,4,15
20120903,73,93,53,0,4,18
20120904,70,88,52,0,7,16
20120905,66,78,53,0,6,16
20120906,69,83,54,0,9,20
20120907,69,85,53,0,8,17
20120908,69,81,56,0,10,20
20120909,69,83,55,0,12,21
20120910,70,88,52,0,5,21
20120911,69,85,53,0,4,15
20120912,69,84,53,0,7,15
20120913,73,89,56,0,5,14
20120914,70,84,55,0,7,17
20120915,68,85,51,0,6,16
20120916,67,85,49,0,5,16
20120917,64,76,52,0,7,17
20120918,63,77,49,0,10,16
20120919,66,78,54,0,14,18
20120920,68,82,53,0,10,18
20120921,70,87,53,0,6,14
20120922,70,88,51,0,3,12
20120923,71,89,53,0,6,18
20120924,68,82,53,0,5,15
20120925,68,84,52,0,5,15
20120926,66,77,54,0,6,14
20120927,70,89,51,0,3,8
20120928,64,75,53,0,7,16
20120929,69,85,52,0,5,15
20120930,75,97,53,0,3,9
20121001,78,99,56,0,2,12
20121002,80,100,59,0,3,10
20121003,77,94,59,0,7,18
20121004,65,72,58,0,11,17
20121005,66,74,57,0,9,15
20121006,63,73,52,0,7,15
20121007,64,76,51,0,8,18
20121008,63,72,54,0,8,14
20121009,62,73,51,0,5,16
20121010,64,76,51,0.03,7,16
20121011,56,59,52,0,9,18
20121012,56,62,49,0,4,9
20121013,61,76,45,0,3,14
20121014,66,77,55,0,5,12
20121015,68,83,53,0,3,12
20121016,73,85,60,0,6,17
20121017,70,88,51,0,3,14
20121018,70,87,52,0,5,15
20121019,66,74,57,0,8,14
20121020,64,74,54,0,12,21
20121021,59,66,51,0.05,11,17
20121022,57,63,50,0.78,10,20
20121023,56,63,48,0.04,5,14
20121024,57,65,49,0.05,7,15
20121025,58,67,48,0,5,13
20121026,59,75,43,0.01,2,9
20121027,65,80,50,0,2,8
20121028,66,79,52,0,1,9
20121029,63,77,49,0,3,9
20121030,61,71,50,0,5,15
20121101,60,70,50,0.11,3,13
20121102,57,68,46,0,3,12
20121103,61,73,48,0,2,8
20121104,64,78,50,0,2,7
20121105,65,79,50,0,3,13
20121106,64,79,49,0,2,9
20121107,59,69,48,0,7,21
20121108,52,61,42,0.02,9,20
20121109,49,57,40,0.18,6,15
20121110,49,58,39,0,4,13
20121111,46,57,35,0,2,10
20121112,49,61,37,0,4,14
20121113,52,66,38,0,3,12
20121114,56,67,45,0,3,12
20121115,53,66,39,0,2,9
20121116,54,62,45,0.13,3,8
20121117,59,63,54,0.43,7,21
20121118,54,62,46,0.01,3,10
20121119,59,67,50,0,5,14
20121120,61,67,55,0.09,11,21
20121121,56,65,46,0.56,4,14
20121122,53,65,40,0,2,8
20121123,52,65,39,0,2,10
20121124,53,66,39,0,2,9
20121125,53,65,40,0,2,7
20121126,52,63,40,0,2,9
20121127,53,63,43,0,2,8
20121128,56,64,47,0.24,4,16
20121129,56,63,49,0.11,10,24
20121130,60,62,57,1.62,11,25
20121131,60,63,56,0.29,10,20
20121201,60,63,56,0.29,10,20
20121202,54,62,45,1.76,10,28
20121203,51,60,41,0,3,8
20121204,55,60,49,0.04,1,8
20121205,57,58,55,0.3,5,15
20121206,51,58,44,0.01,2,10
20121207,51,63,38,0,1,9
20121208,49,58,39,0,2,9
20121209,52,65,38,0,1,8
20121210,52,63,41,0,3,10
20121211,48,57,38,0,7,18
20121212,47,55,39,0.04,7,16
20121213,44,53,34,0,3,12
20121214,44,51,36,0,3,9
20121215,40,46,33,0.17,3,12
20121216,48,54,42,0.01,3,18
20121217,52,57,46,0.16,7,17
20121218,43,52,34,0,8,22
20121219,41,52,30,0,3,9
20121220,43,58,28,0,8,22
20121221,54,58,50,0.23,9,26
20121222,52,57,47,0.84,8,21
20121223,51,55,46,0.57,11,29
20121224,46,54,38,0,3,10
20121225,44,50,38,0.62,4,18
20121226,49,55,42,0.02,8,22
20121227,47,54,39,0,2,7
20121228,39,44,33,0,3,10
20121229,46,53,38,0.03,4,9
